Year,Month,Day,Profil,Région,Total_énergie_soutirée_(Wh),Nb_points_soutirage,Température_max,Température_min,Vent_km/h,Humidité_%,Visibilité_km,Couverture_nuageuse_%,Durée_jour_heure
2019,12,31,ENTREPRISE,hauts de france,1541761.25,556,6,3.0,8,70,10.0,11,8:6:0
2019,12,31,ENTREPRISE,hauts de france,1541761.25,556,6,2.0,9,70,10.0,9,8:10:0
2019,12,31,PARTICULIER,hauts de france,208971560.91666663,435516,6,3.0,8,70,10.0,11,8:6:0
2019,12,31,PARTICULIER,hauts de france,208971560.91666663,435516,6,2.0,9,70,10.0,9,8:10:0
2019,12,31,PROFESSIONNEL,hauts de france,45910778.8,61834,6,3.0,8,70,10.0,11,8:6:0
2019,12,31,PROFESSIONNEL,hauts de france,45910778.8,61834,6,2.0,9,70,10.0,9,8:10:0
2020,1,1,ENTREPRISE,hauts de france,1643076.84375,556,5,1.0,12,85,10.0,13,8:7:0
2020,1,1,ENTREPRISE,hauts de france,1643076.84375,556,5,0.0,10,83,10.0,15,8:11:0
2020,1,1,PARTICULIER,hauts de france,182138233.59375,435517,5,1.0,12,85,10.0,13,8:7:0
2020,1,1,PARTICULIER,hauts de france,182138233.59375,435517,5,0.0,10,83,10.0,15,8:11:0
2020,1,1,PROFESSIONNEL,hauts de france,41972121.46666667,61834,5,1.0,12,85,10.0,13,8:7:0
2020,1,1,PROFESSIONNEL,hauts de france,41972121.46666667,61834,5,0.0,10,83,10.0,15,8:11:0
2020,1,2,ENTREPRISE,hauts de france,1745944.3645833333,556,7,4.0,17,96,7.125,83,8:8:0
2020,1,2,ENTREPRISE,hauts de france,1745944.3645833333,556,8,4.0,15,97,5.0,78,8:12:0
2020,1,2,PARTICULIER,hauts de france,172380883.4861111,435552,7,4.0,17,96,7.125,83,8:8:0
2020,1,2,PARTICULIER,hauts de france,172380883.4861111,435552,8,4.0,15,97,5.0,78,8:12:0
2020,1,2,PROFESSIONNEL,hauts de france,48008627.65833333,61829,7,4.0,17,96,7.125,83,8:8:0
2020,1,2,PROFESSIONNEL,hauts de france,48008627.65833333,61829,8,4.0,15,97,5.0,78,8:12:0
2020,1,3,ENTREPRISE,hauts de france,1607397.0729166667,556,10,8.0,26,89,9.0,91,8:9:0
2020,1,3,ENTREPRISE,hauts de france,1607397.0729166667,556,10,9.0,25,89,10.0,87,8:13:0
2020,1,3,PARTICULIER,hauts de france,162979013.3888889,435561,10,8.0,26,89,9.0,91,8:9:0
2020,1,3,PARTICULIER,hauts de france,162979013.3888889,435561,10,9.0,25,89,10.0,87,8:13:0
2020,1,3,PROFESSIONNEL,hauts de france,47412521.80833333,61824,10,8.0,26,89,9.0,91,8:9:0
2020,1,3,PROFESSIONNEL,hauts de france,47412521.80833333,61824,10,9.0,25,89,10.0,87,8:13:0
2020,1,4,ENTREPRISE,hauts de france,1158301.4375,556,7,3.0,19,89,10.0,36,8:11:0
2020,1,4,ENTREPRISE,hauts de france,1158301.4375,556,8,3.0,18,91,10.0,45,8:15:0
2020,1,4,PARTICULIER,hauts de france,165875721.47569445,435535,7,3.0,19,89,10.0,36,8:11:0
2020,1,4,PARTICULIER,hauts de france,165875721.47569445,435535,8,3.0,18,91,10.0,45,8:15:0
2020,1,4,PROFESSIONNEL,hauts de france,44033412.60833333,61820,7,3.0,19,89,10.0,36,8:11:0
2020,1,4,PROFESSIONNEL,hauts de france,44033412.60833333,61820,8,3.0,18,91,10.0,45,8:15:0
2020,1,5,ENTREPRISE,hauts de france,1165267.9270833333,556,7,3.0,10,91,10.0,53,8:12:0
2020,1,5,ENTREPRISE,hauts de france,1165267.9270833333,556,8,5.0,7,88,10.0,71,8:16:0
2020,1,5,PARTICULIER,hauts de france,173598484.9652778,435528,7,3.0,10,91,10.0,53,8:12:0
2020,1,5,PARTICULIER,hauts de france,173598484.9652778,435528,8,5.0,7,88,10.0,71,8:16:0
2020,1,5,PROFESSIONNEL,hauts de france,40962653.5375,61818,7,3.0,10,91,10.0,53,8:12:0
2020,1,5,PROFESSIONNEL,hauts de france,40962653.5375,61818,8,5.0,7,88,10.0,71,8:16:0
2020,1,6,ENTREPRISE,hauts de france,1670422.875,556,6,2.0,21,92,10.0,33,8:13:0
2020,1,6,ENTREPRISE,hauts de france,1670422.875,556,6,2.0,18,93,10.0,25,8:17:0
2020,1,6,PARTICULIER,hauts de france,173515773.70833334,435580,6,2.0,21,92,10.0,33,8:13:0
2020,1,6,PARTICULIER,hauts de france,173515773.70833334,435580,6,2.0,18,93,10.0,25,8:17:0
2020,1,6,PROFESSIONNEL,hauts de france,49557335.59583333,61820,6,2.0,21,92,10.0,33,8:13:0
2020,1,6,PROFESSIONNEL,hauts de france,49557335.59583333,61820,6,2.0,18,93,10.0,25,8:17:0
2020,1,7,ENTREPRISE,hauts de france,1727423.375,556,8,5.0,14,92,10.0,35,8:16:0
2020,1,7,ENTREPRISE,hauts de france,1727423.375,556,8,4.0,12,93,10.0,36,8:18:0
2020,1,7,PARTICULIER,hauts de france,159892312.30208334,435601,8,5.0,14,92,10.0,35,8:16:0
2020,1,7,PARTICULIER,hauts de france,159892312.30208334,435601,8,4.0,12,93,10.0,36,8:18:0
2020,1,7,PROFESSIONNEL,hauts de france,49521934.30416667,61807,8,5.0,14,92,10.0,35,8:16:0
2020,1,7,PROFESSIONNEL,hauts de france,49521934.30416667,61807,8,4.0,12,93,10.0,36,8:18:0
2020,1,8,ENTREPRISE,hauts de france,1680133.0833333333,556,13,11.0,20,96,9.375,100,8:17:0
2020,1,8,ENTREPRISE,hauts de france,1680133.0833333333,556,13,11.0,16,96,9.375,96,8:21:0
2020,1,8,PARTICULIER,hauts de france,148280069.6423611,435622,13,11.0,20,96,9.375,100,8:17:0
2020,1,8,PARTICULIER,hauts de france,148280069.6423611,435622,13,11.0,16,96,9.375,96,8:21:0
2020,1,8,PROFESSIONNEL,hauts de france,46613016.87083333,61805,13,11.0,20,96,9.375,100,8:17:0
2020,1,8,PROFESSIONNEL,hauts de france,46613016.87083333,61805,13,11.0,16,96,9.375,96,8:21:0
2020,1,9,ENTREPRISE,hauts de france,1645665.7083333333,556,12,11.0,31,92,6.875,99,8:18:0
2020,1,9,ENTREPRISE,hauts de france,1645665.7083333333,556,12,11.0,29,92,9.5,99,8:22:0
2020,1,9,PARTICULIER,hauts de france,143298447.64930555,435648,12,11.0,31,92,6.875,99,8:18:0
2020,1,9,PARTICULIER,hauts de france,143298447.64930555,435648,12,11.0,29,92,9.5,99,8:22:0
2020,1,9,PROFESSIONNEL,hauts de france,46506069.725,61801,12,11.0,31,92,6.875,99,8:18:0
2020,1,9,PROFESSIONNEL,hauts de france,46506069.725,61801,12,11.0,29,92,9.5,99,8:22:0
2020,1,10,ENTREPRISE,hauts de france,1576541.5729166667,556,8,6.0,25,87,7.625,75,8:21:0
2020,1,10,ENTREPRISE,hauts de france,1576541.5729166667,556,8,7.0,22,87,8.375,62,8:24:0
2020,1,10,PARTICULIER,hauts de france,148817614.52430555,435685,8,6.0,25,87,7.625,75,8:21:0
2020,1,10,PARTICULIER,hauts de france,148817614.52430555,435685,8,7.0,22,87,8.375,62,8:24:0
2020,1,10,PROFESSIONNEL,hauts de france,47415710.57083333,61799,8,6.0,25,87,7.625,75,8:21:0
2020,1,10,PROFESSIONNEL,hauts de france,47415710.57083333,61799,8,7.0,22,87,8.375,62,8:24:0
2020,1,11,ENTREPRISE,hauts de france,1161493.2708333333,556,6,2.0,20,92,10.0,34,8:22:0
2020,1,11,ENTREPRISE,hauts de france,1161493.2708333333,556,6,2.0,17,93,10.0,42,8:26:0
2020,1,11,PARTICULIER,hauts de france,163954483.03125,435674,6,2.0,20,92,10.0,34,8:22:0
2020,1,11,PARTICULIER,hauts de france,163954483.03125,435674,6,2.0,17,93,10.0,42,8:26:0
2020,1,11,PROFESSIONNEL,hauts de france,44258362.75,61797,6,2.0,20,92,10.0,34,8:22:0
2020,1,11,PROFESSIONNEL,hauts de france,44258362.75,61797,6,2.0,17,93,10.0,42,8:26:0
2020,1,12,ENTREPRISE,hauts de france,1160685.9375,556,10,4.0,29,91,9.875,73,8:24:0
2020,1,12,ENTREPRISE,hauts de france,1160685.9375,556,10,4.0,26,94,10.0,65,8:28:0
2020,1,12,PARTICULIER,hauts de france,170729862.58333334,435667,10,4.0,29,91,9.875,73,8:24:0
2020,1,12,PARTICULIER,hauts de france,170729862.58333334,435667,10,4.0,26,94,10.0,65,8:28:0
2020,1,12,PROFESSIONNEL,hauts de france,40840949.516666666,61795,10,4.0,29,91,9.875,73,8:24:0
2020,1,12,PROFESSIONNEL,hauts de france,40840949.516666666,61795,10,4.0,26,94,10.0,65,8:28:0
2020,1,13,ENTREPRISE,hauts de france,1644032.0625,556,8,5.0,31,93,8.0,90,8:27:0
2020,1,13,ENTREPRISE,hauts de france,1644032.0625,556,9,5.0,29,93,8.0,78,8:29:0
2020,1,13,PARTICULIER,hauts de france,161457344.4965278,435711,8,5.0,31,93,8.0,90,8:27:0
2020,1,13,PARTICULIER,hauts de france,161457344.4965278,435711,9,5.0,29,93,8.0,78,8:29:0
2020,1,13,PROFESSIONNEL,hauts de france,47129864.04583333,61789,8,5.0,31,93,8.0,90,8:27:0
2020,1,13,PROFESSIONNEL,hauts de france,47129864.04583333,61789,9,5.0,29,93,8.0,78,8:29:0
2020,1,14,ENTREPRISE,hauts de france,1705831.59375,556,10,9.0,42,92,7.625,98,8:28:0
2020,1,14,ENTREPRISE,hauts de france,1705831.59375,556,10,5.0,41,90,9.625,100,8:32:0
2020,1,14,PARTICULIER,hauts de france,153625879.44444445,435735,10,9.0,42,92,7.625,98,8:28:0
2020,1,14,PARTICULIER,hauts de france,153625879.44444445,435735,10,5.0,41,90,9.625,100,8:32:0
2020,1,14,PROFESSIONNEL,hauts de france,47927940.00416667,61786,10,9.0,42,92,7.625,98,8:28:0
2020,1,14,PROFESSIONNEL,hauts de france,47927940.00416667,61786,10,5.0,41,90,9.625,100,8:32:0
2020,1,15,ENTREPRISE,hauts de france,1683290.8541666667,557,10,8.0,40,85,8.375,73,8:31:0
2020,1,15,ENTREPRISE,hauts de france,1683290.8541666667,557,9,8.0,36,83,9.75,68,8:34:0
2020,1,15,PARTICULIER,hauts de france,149780655.91666666,435777,10,8.0,40,85,8.375,73,8:31:0
2020,1,15,PARTICULIER,hauts de france,149780655.91666666,435777,9,8.0,36,83,9.75,68,8:34:0
2020,1,15,PROFESSIONNEL,hauts de france,46063531.016666666,61782,10,8.0,40,85,8.375,73,8:31:0
2020,1,15,PROFESSIONNEL,hauts de france,46063531.016666666,61782,9,8.0,36,83,9.75,68,8:34:0
2020,1,16,ENTREPRISE,hauts de france,1689420.34375,557,10,4.0,27,93,10.0,20,8:33:0
2020,1,16,ENTREPRISE,hauts de france,1689420.34375,557,10,3.0,25,94,10.0,23,8:36:0
2020,1,16,PARTICULIER,hauts de france,146908377.88541666,435799,10,4.0,27,93,10.0,20,8:33:0
2020,1,16,PARTICULIER,hauts de france,146908377.88541666,435799,10,3.0,25,94,10.0,23,8:36:0
2020,1,16,PROFESSIONNEL,hauts de france,46523323.10416666,61780,10,4.0,27,93,10.0,20,8:33:0
2020,1,16,PROFESSIONNEL,hauts de france,46523323.10416666,61780,10,3.0,25,94,10.0,23,8:36:0
2020,1,17,ENTREPRISE,hauts de france,1612240.3229166667,558,10,9.0,30,89,8.0,74,8:36:0
2020,1,17,ENTREPRISE,hauts de france,1612240.3229166667,558,10,9.0,26,90,8.75,80,8:38:0
2020,1,17,PARTICULIER,hauts de france,149479849.7048611,435850,10,9.0,30,89,8.0,74,8:36:0
2020,1,17,PARTICULIER,hauts de france,149479849.7048611,435850,10,9.0,26,90,8.75,80,8:38:0
2020,1,17,PROFESSIONNEL,hauts de france,47070347.85,61778,10,9.0,30,89,8.0,74,8:36:0
2020,1,17,PROFESSIONNEL,hauts de france,47070347.85,61778,10,9.0,26,90,8.75,80,8:38:0
2020,1,18,ENTREPRISE,hauts de france,1187790.2083333333,558,6,3.0,16,90,9.875,26,8:37:0
2020,1,18,ENTREPRISE,hauts de france,1187790.2083333333,558,6,3.0,13,91,9.625,38,8:41:0
2020,1,18,PARTICULIER,hauts de france,167224211.6215278,435841,6,3.0,16,90,9.875,26,8:37:0
2020,1,18,PARTICULIER,hauts de france,167224211.6215278,435841,6,3.0,13,91,9.625,38,8:41:0
2020,1,18,PROFESSIONNEL,hauts de france,44546215.4875,61773,6,3.0,16,90,9.875,26,8:37:0
2020,1,18,PROFESSIONNEL,hauts de france,44546215.4875,61773,6,3.0,13,91,9.625,38,8:41:0
2020,1,19,ENTREPRISE,hauts de france,1201679.09375,558,7,2.0,23,87,10.0,62,8:40:0
2020,1,19,ENTREPRISE,hauts de france,1201679.09375,558,7,1.0,23,91,10.0,45,8:43:0
2020,1,19,PARTICULIER,hauts de france,183633179.9583333,435832,7,2.0,23,87,10.0,62,8:40:0
2020,1,19,PARTICULIER,hauts de france,183633179.9583333,435832,7,1.0,23,91,10.0,45,8:43:0
2020,1,19,PROFESSIONNEL,hauts de france,42456012.29166666,61769,7,2.0,23,87,10.0,62,8:40:0
2020,1,19,PROFESSIONNEL,hauts de france,42456012.29166666,61769,7,1.0,23,91,10.0,45,8:43:0
2020,1,20,ENTREPRISE,hauts de france,1770412.2083333333,558,6,2.0,11,94,9.0,15,8:42:0
2020,1,20,ENTREPRISE,hauts de france,1770412.2083333333,558,6,1.0,13,95,8.0,18,8:46:0
2020,1,20,PARTICULIER,hauts de france,182764944.2222222,435883,6,2.0,11,94,9.0,15,8:42:0
2020,1,20,PARTICULIER,hauts de france,182764944.2222222,435883,6,1.0,13,95,8.0,18,8:46:0
2020,1,20,PROFESSIONNEL,hauts de france,50581084.954166666,61762,6,2.0,11,94,9.0,15,8:42:0
2020,1,20,PROFESSIONNEL,hauts de france,50581084.954166666,61762,6,1.0,13,95,8.0,18,8:46:0
2020,1,21,ENTREPRISE,hauts de france,1894850.21875,558,7,2.0,6,91,10.0,6,8:45:0
2020,1,21,ENTREPRISE,hauts de france,1894850.21875,558,6,0.0,7,89,9.0,4,8:48:0
2020,1,21,PARTICULIER,hauts de france,183185467.1145833,435912,7,2.0,6,91,10.0,6,8:45:0
2020,1,21,PARTICULIER,hauts de france,183185467.1145833,435912,6,0.0,7,89,9.0,4,8:48:0
2020,1,21,PROFESSIONNEL,hauts de france,53025031.4375,61770,7,2.0,6,91,10.0,6,8:45:0
2020,1,21,PROFESSIONNEL,hauts de france,53025031.4375,61770,6,0.0,7,89,9.0,4,8:48:0
2020,1,22,ENTREPRISE,hauts de france,1880601.65625,557,5,2.0,8,84,9.375,37,8:48:0
2020,1,22,ENTREPRISE,hauts de france,1880601.65625,557,5,0.0,10,80,10.0,29,8:51:0
2020,1,22,PARTICULIER,hauts de france,187623795.32291663,435946,5,2.0,8,84,9.375,37,8:48:0
2020,1,22,PARTICULIER,hauts de france,187623795.32291663,435946,5,0.0,10,80,10.0,29,8:51:0
2020,1,22,PROFESSIONNEL,hauts de france,52700730.36666667,61764,5,2.0,8,84,9.375,37,8:48:0
2020,1,22,PROFESSIONNEL,hauts de france,52700730.36666667,61764,5,0.0,10,80,10.0,29,8:51:0
2020,1,23,ENTREPRISE,hauts de france,1881677.1145833333,557,5,0.0,15,95,7.625,18,8:51:0
2020,1,23,ENTREPRISE,hauts de france,1881677.1145833333,557,6,1.0,15,93,10.0,9,8:54:0
2020,1,23,PARTICULIER,hauts de france,183304021.2326389,435987,5,0.0,15,95,7.625,18,8:51:0
2020,1,23,PARTICULIER,hauts de france,183304021.2326389,435987,6,1.0,15,93,10.0,9,8:54:0
2020,1,23,PROFESSIONNEL,hauts de france,53083759.84583333,61766,5,0.0,15,95,7.625,18,8:51:0
2020,1,23,PROFESSIONNEL,hauts de france,53083759.84583333,61766,6,1.0,15,93,10.0,9,8:54:0
2020,1,24,ENTREPRISE,hauts de france,1817559.8645833333,557,6,0.0,6,93,8.625,18,8:54:0
2020,1,24,ENTREPRISE,hauts de france,1817559.8645833333,557,6,-1.0,7,94,7.625,19,8:56:0
2020,1,24,PARTICULIER,hauts de france,181241329.33680555,436031,6,0.0,6,93,8.625,18,8:54:0
2020,1,24,PARTICULIER,hauts de france,181241329.33680555,436031,6,-1.0,7,94,7.625,19,8:56:0
2020,1,24,PROFESSIONNEL,hauts de france,52325002.27916667,61771,6,0.0,6,93,8.625,18,8:54:0
2020,1,24,PROFESSIONNEL,hauts de france,52325002.27916667,61771,6,-1.0,7,94,7.625,19,8:56:0
2020,1,25,ENTREPRISE,hauts de france,1270855.75,557,6,1.0,11,87,10.0,44,8:57:0
2020,1,25,ENTREPRISE,hauts de france,1270855.75,557,7,1.0,12,89,10.0,39,8:59:0
2020,1,25,PARTICULIER,hauts de france,182171278.5902778,436027,6,1.0,11,87,10.0,44,8:57:0
2020,1,25,PARTICULIER,hauts de france,182171278.5902778,436027,7,1.0,12,89,10.0,39,8:59:0
2020,1,25,PROFESSIONNEL,hauts de france,47063172.05,61767,6,1.0,11,87,10.0,44,8:57:0
2020,1,25,PROFESSIONNEL,hauts de france,47063172.05,61767,7,1.0,12,89,10.0,39,8:59:0
2020,1,26,ENTREPRISE,hauts de france,1224858.6666666667,557,8,2.0,20,95,10.0,64,8:59:0
2020,1,26,ENTREPRISE,hauts de france,1224858.6666666667,557,8,2.0,18,96,6.0,65,9:2:0
2020,1,26,PARTICULIER,hauts de france,176027745.32291666,436024,8,2.0,20,95,10.0,64,8:59:0
2020,1,26,PARTICULIER,hauts de france,176027745.32291666,436024,8,2.0,18,96,6.0,65,9:2:0
2020,1,26,PROFESSIONNEL,hauts de france,41413816.97916666,61764,8,2.0,20,95,10.0,64,8:59:0
2020,1,26,PROFESSIONNEL,hauts de france,41413816.97916666,61764,8,2.0,18,96,6.0,65,9:2:0
2020,1,27,ENTREPRISE,hauts de france,1776072.6979166667,557,9,8.0,24,92,6.5,92,9:2:0
2020,1,27,ENTREPRISE,hauts de france,1776072.6979166667,557,10,8.0,23,93,7.625,93,9:5:0
2020,1,27,PARTICULIER,hauts de france,164508910.1284722,436077,9,8.0,24,92,6.5,92,9:2:0
2020,1,27,PARTICULIER,hauts de france,164508910.1284722,436077,10,8.0,23,93,7.625,93,9:5:0
2020,1,27,PROFESSIONNEL,hauts de france,47867445.395833336,61767,9,8.0,24,92,6.5,92,9:2:0
2020,1,27,PROFESSIONNEL,hauts de france,47867445.395833336,61767,10,8.0,23,93,7.625,93,9:5:0
2020,1,28,ENTREPRISE,hauts de france,1854157.2604166667,556,5,3.0,36,91,7.75,90,9:6:0
2020,1,28,ENTREPRISE,hauts de france,1854157.2604166667,556,6,4.0,34,84,8.625,88,9:8:0
2020,1,28,PARTICULIER,hauts de france,164144883.21875,436098,5,3.0,36,91,7.75,90,9:6:0
2020,1,28,PARTICULIER,hauts de france,164144883.21875,436098,6,4.0,34,84,8.625,88,9:8:0
2020,1,28,PROFESSIONNEL,hauts de france,49877682.56666667,61779,5,3.0,36,91,7.75,90,9:6:0
2020,1,28,PROFESSIONNEL,hauts de france,49877682.56666667,61779,6,4.0,34,84,8.625,88,9:8:0
2020,1,29,ENTREPRISE,hauts de france,1822568.71875,556,7,2.0,23,83,10.0,39,9:8:0
2020,1,29,ENTREPRISE,hauts de france,1822568.71875,556,8,2.0,24,83,10.0,55,9:11:0
2020,1,29,PARTICULIER,hauts de france,161613980.96875,436130,7,2.0,23,83,10.0,39,9:8:0
2020,1,29,PARTICULIER,hauts de france,161613980.96875,436130,8,2.0,24,83,10.0,55,9:11:0
2020,1,29,PROFESSIONNEL,hauts de france,48242702.24583333,61779,7,2.0,23,83,10.0,39,9:8:0
2020,1,29,PROFESSIONNEL,hauts de france,48242702.24583333,61779,8,2.0,24,83,10.0,55,9:11:0
2020,1,30,ENTREPRISE,hauts de france,1801438.3645833333,556,9,5.0,23,94,10.0,81,9:11:0
2020,1,30,ENTREPRISE,hauts de france,1801438.3645833333,556,10,5.0,20,95,10.0,84,9:14:0
2020,1,30,PARTICULIER,hauts de france,154920303.0902778,436162,9,5.0,23,94,10.0,81,9:11:0
2020,1,30,PARTICULIER,hauts de france,154920303.0902778,436162,10,5.0,20,95,10.0,84,9:14:0
2020,1,30,PROFESSIONNEL,hauts de france,48289511.25,61774,9,5.0,23,94,10.0,81,9:11:0
2020,1,30,PROFESSIONNEL,hauts de france,48289511.25,61774,10,5.0,20,95,10.0,84,9:14:0
2020,1,31,ENTREPRISE,hauts de france,1664681.4791666667,556,12,9.0,25,89,9.625,94,9:15:0
2020,1,31,ENTREPRISE,hauts de france,1664681.4791666667,556,12,10.0,22,89,10.0,94,9:17:0
2020,1,31,PARTICULIER,hauts de france,137552567.97916666,436199,12,9.0,25,89,9.625,94,9:15:0
2020,1,31,PARTICULIER,hauts de france,137552567.97916666,436199,12,10.0,22,89,10.0,94,9:17:0
2020,1,31,PROFESSIONNEL,hauts de france,45073494.875,61772,12,9.0,25,89,9.625,94,9:15:0
2020,1,31,PROFESSIONNEL,hauts de france,45073494.875,61772,12,10.0,22,89,10.0,94,9:17:0
2020,2,1,ENTREPRISE,hauts de france,1142690.0416666667,556,11,10.0,34,93,6.75,88,9:17:0
2020,2,1,ENTREPRISE,hauts de france,1142690.0416666667,556,12,11.0,33,96,8.875,85,9:20:0
2020,2,1,PARTICULIER,hauts de france,138668719.8263889,436143,11,10.0,34,93,6.75,88,9:17:0
2020,2,1,PARTICULIER,hauts de france,138668719.8263889,436143,12,11.0,33,96,8.875,85,9:20:0
2020,2,1,PROFESSIONNEL,hauts de france,40013792.12083333,61743,11,10.0,34,93,6.75,88,9:17:0
2020,2,1,PROFESSIONNEL,hauts de france,40013792.12083333,61743,12,11.0,33,96,8.875,85,9:20:0
2020,2,2,ENTREPRISE,hauts de france,1104719.4791666667,556,12,8.0,32,95,9.5,90,9:20:0
2020,2,2,ENTREPRISE,hauts de france,1104719.4791666667,556,13,10.0,30,94,8.875,97,9:23:0
2020,2,2,PARTICULIER,hauts de france,137446664.46875,436109,12,8.0,32,95,9.5,90,9:20:0
2020,2,2,PARTICULIER,hauts de france,137446664.46875,436109,13,10.0,30,94,8.875,97,9:23:0
2020,2,2,PROFESSIONNEL,hauts de france,35564223.03333333,61742,12,8.0,32,95,9.5,90,9:20:0
2020,2,2,PROFESSIONNEL,hauts de france,35564223.03333333,61742,13,10.0,30,94,8.875,97,9:23:0
2020,2,3,ENTREPRISE,hauts de france,1563044.5104166667,556,11,10.0,28,87,8.0,100,9:24:0
2020,2,3,ENTREPRISE,hauts de france,1563044.5104166667,556,11,10.0,26,88,8.5,97,9:26:0
2020,2,3,PARTICULIER,hauts de france,126789411.96180557,436167,11,10.0,28,87,8.0,100,9:24:0
2020,2,3,PARTICULIER,hauts de france,126789411.96180557,436167,11,10.0,26,88,8.5,97,9:26:0
2020,2,3,PROFESSIONNEL,hauts de france,41134665.5375,61748,11,10.0,28,87,8.0,100,9:24:0
2020,2,3,PROFESSIONNEL,hauts de france,41134665.5375,61748,11,10.0,26,88,8.5,97,9:26:0
2020,2,4,ENTREPRISE,hauts de france,1703827.4895833333,556,6,4.0,31,87,8.625,67,9:27:0
2020,2,4,ENTREPRISE,hauts de france,1703827.4895833333,556,6,4.0,33,82,7.75,73,9:30:0
2020,2,4,PARTICULIER,hauts de france,141867563.0,436177,6,4.0,31,87,8.625,67,9:27:0
2020,2,4,PARTICULIER,hauts de france,141867563.0,436177,6,4.0,33,82,7.75,73,9:30:0
2020,2,4,PROFESSIONNEL,hauts de france,45748795.29166666,61746,6,4.0,31,87,8.625,67,9:27:0
2020,2,4,PROFESSIONNEL,hauts de france,45748795.29166666,61746,6,4.0,33,82,7.75,73,9:30:0
2020,2,5,ENTREPRISE,hauts de france,1757301.9791666667,556,8,4.0,8,91,10.0,69,9:30:0
2020,2,5,ENTREPRISE,hauts de france,1757301.9791666667,556,9,3.0,11,94,9.0,50,9:32:0
2020,2,5,PARTICULIER,hauts de france,153109784.7673611,436218,8,4.0,8,91,10.0,69,9:30:0
2020,2,5,PARTICULIER,hauts de france,153109784.7673611,436218,9,3.0,11,94,9.0,50,9:32:0
2020,2,5,PROFESSIONNEL,hauts de france,46342396.4125,61743,8,4.0,8,91,10.0,69,9:30:0
2020,2,5,PROFESSIONNEL,hauts de france,46342396.4125,61743,9,3.0,11,94,9.0,50,9:32:0
2020,2,6,ENTREPRISE,hauts de france,1802106.7083333333,556,9,4.0,5,91,10.0,17,9:34:0
2020,2,6,ENTREPRISE,hauts de france,1802106.7083333333,556,8,2.0,8,92,10.0,11,9:36:0
2020,2,6,PARTICULIER,hauts de france,161031674.78125,436238,9,4.0,5,91,10.0,17,9:34:0
2020,2,6,PARTICULIER,hauts de france,161031674.78125,436238,8,2.0,8,92,10.0,11,9:36:0
2020,2,6,PROFESSIONNEL,hauts de france,48420741.18333333,61745,9,4.0,5,91,10.0,17,9:34:0
2020,2,6,PROFESSIONNEL,hauts de france,48420741.18333333,61745,8,2.0,8,92,10.0,11,9:36:0
2020,2,7,ENTREPRISE,hauts de france,1713424.9375,556,8,1.0,20,86,10.0,4,9:37:0
2020,2,7,ENTREPRISE,hauts de france,1713424.9375,556,7,0.0,19,86,10.0,6,9:39:0
2020,2,7,PARTICULIER,hauts de france,164032379.7638889,436280,8,1.0,20,86,10.0,4,9:37:0
2020,2,7,PARTICULIER,hauts de france,164032379.7638889,436280,7,0.0,19,86,10.0,6,9:39:0
2020,2,7,PROFESSIONNEL,hauts de france,48592096.32083333,61760,8,1.0,20,86,10.0,4,9:37:0
2020,2,7,PROFESSIONNEL,hauts de france,48592096.32083333,61760,7,0.0,19,86,10.0,6,9:39:0
2020,2,8,ENTREPRISE,hauts de france,1208635.21875,556,7,6.0,22,93,9.0,81,9:41:0
2020,2,8,ENTREPRISE,hauts de france,1208635.21875,556,7,4.0,18,96,9.5,74,9:42:0
2020,2,8,PARTICULIER,hauts de france,159167035.18055555,436269,7,6.0,22,93,9.0,81,9:41:0
2020,2,8,PARTICULIER,hauts de france,159167035.18055555,436269,7,4.0,18,96,9.5,74,9:42:0
2020,2,8,PROFESSIONNEL,hauts de france,42713247.85,61753,7,6.0,22,93,9.0,81,9:41:0
2020,2,8,PROFESSIONNEL,hauts de france,42713247.85,61753,7,4.0,18,96,9.5,74,9:42:0
2020,2,9,ENTREPRISE,hauts de france,1170871.6875,556,10,5.0,56,84,8.875,78,9:43:0
2020,2,9,ENTREPRISE,hauts de france,1170871.6875,556,10,5.0,48,87,9.75,81,9:46:0
2020,2,9,PARTICULIER,hauts de france,158526831.9236111,436260,10,5.0,56,84,8.875,78,9:43:0
2020,2,9,PARTICULIER,hauts de france,158526831.9236111,436260,10,5.0,48,87,9.75,81,9:46:0
2020,2,9,PROFESSIONNEL,hauts de france,37876311.62916667,61751,10,5.0,56,84,8.875,78,9:43:0
2020,2,9,PROFESSIONNEL,hauts de france,37876311.62916667,61751,10,5.0,48,87,9.75,81,9:46:0
2020,2,10,ENTREPRISE,hauts de france,1628078.7604166667,556,9,7.0,44,76,8.875,90,9:47:0
2020,2,10,ENTREPRISE,hauts de france,1628078.7604166667,556,9,7.0,45,84,7.625,98,9:49:0
2020,2,10,PARTICULIER,hauts de france,143690299.2673611,436313,9,7.0,44,76,8.875,90,9:47:0
2020,2,10,PARTICULIER,hauts de france,143690299.2673611,436313,9,7.0,45,84,7.625,98,9:49:0
2020,2,10,PROFESSIONNEL,hauts de france,43097588.88333333,61750,9,7.0,44,76,8.875,90,9:47:0
2020,2,10,PROFESSIONNEL,hauts de france,43097588.88333333,61750,9,7.0,45,84,7.625,98,9:49:0
2020,2,11,ENTREPRISE,hauts de france,1718705.1770833333,556,6,3.0,37,67,9.75,63,9:51:0
